"","id","average_depth","anomaly_score","state","status"
"1302",1302,7.94,0.58,"normal","normal"
"1303",1303,7.79,0.59,"normal","normal"
"1304",1304,7.79,0.59,"normal","normal"
"1305",1305,7.84,0.59,"normal","normal"
"1306",1306,7.41,0.61,"normal","normal"
"1307",1307,7.96,0.58,"normal","normal"
"1308",1308,7.81,0.59,"normal","normal"
"1309",1309,7.91,0.59,"normal","normal"
"1310",1310,7.99,0.58,"normal","normal"
"1311",1311,7.98,0.58,"normal","normal"
"1312",1312,7.94,0.58,"normal","normal"
"1313",1313,7.98,0.58,"normal","normal"
"1314",1314,7.33,0.61,"normal","normal"
"1315",1315,7.95,0.58,"normal","normal"
"1316",1316,7.64,0.6,"normal","normal"
"1317",1317,7.89,0.59,"normal","normal"
"1318",1318,7.9,0.59,"normal","normal"
"1319",1319,7.97,0.58,"normal","normal"
"1320",1320,7.92,0.59,"normal","normal"
"1321",1321,7.96,0.58,"normal","normal"
"1322",1322,7.87,0.59,"normal","normal"
"1323",1323,7.83,0.59,"normal","normal"
"1324",1324,7.86,0.59,"normal","normal"
"1325",1325,7.95,0.58,"normal","normal"
"1326",1326,7.9,0.59,"normal","normal"
"1327",1327,7.92,0.59,"normal","normal"
"1328",1328,7.78,0.59,"normal","normal"
"1329",1329,7.73,0.59,"normal","normal"
"1330",1330,7.96,0.58,"normal","normal"
"1331",1331,7.97,0.58,"normal","normal"
"1332",1332,7.99,0.58,"normal","normal"
"1333",1333,7.25,0.61,"normal","normal"
"1334",1334,7.91,0.59,"normal","normal"
"1335",1335,7.96,0.58,"normal","normal"
"1336",1336,7.79,0.59,"normal","normal"
"1337",1337,7.88,0.59,"normal","normal"
"1338",1338,7.82,0.59,"normal","normal"
"1339",1339,7.93,0.58,"normal","normal"
"1340",1340,7.92,0.59,"normal","normal"
"1341",1341,7.98,0.58,"normal","normal"
"1342",1342,7.94,0.58,"normal","normal"
"1343",1343,7.15,0.62,"normal","normal"
"1344",1344,7.81,0.59,"normal","normal"
"1345",1345,7.83,0.59,"normal","normal"
"1346",1346,7.98,0.58,"normal","normal"
"1347",1347,7.9,0.59,"normal","normal"
"1348",1348,7.91,0.59,"normal","normal"
"1349",1349,7.92,0.59,"normal","normal"
"1350",1350,7.92,0.59,"normal","normal"
"1351",1351,7.99,0.58,"normal","normal"
"1352",1352,7.79,0.59,"normal","normal"
"1353",1353,7.87,0.59,"normal","normal"
"1354",1354,7.73,0.59,"normal","normal"
"1355",1355,7.79,0.59,"normal","normal"
"1356",1356,7.86,0.59,"normal","normal"
"1357",1357,7.11,0.62,"normal","normal"
"1358",1358,7.89,0.59,"normal","normal"
"1359",1359,8,0.58,"normal","normal"
"1360",1360,7.94,0.58,"normal","normal"
"1361",1361,7.72,0.59,"normal","normal"
"1362",1362,7.97,0.58,"normal","normal"
"1363",1363,7.91,0.59,"normal","normal"
"1364",1364,7.81,0.59,"normal","normal"
"1365",1365,7.45,0.6,"normal","normal"
"1366",1366,7.94,0.58,"normal","normal"
"1367",1367,7.91,0.59,"normal","normal"
"1368",1368,7.92,0.59,"normal","normal"
"1369",1369,7.19,0.61,"normal","normal"
"1370",1370,7.98,0.58,"normal","normal"
"1371",1371,7.94,0.58,"normal","normal"
"1372",1372,7.95,0.58,"normal","normal"
"1373",1373,7.75,0.59,"normal","normal"
"1374",1374,7.91,0.59,"normal","normal"
"1375",1375,7.57,0.6,"normal","normal"
"1376",1376,7.96,0.58,"normal","normal"
"1377",1377,7.9,0.59,"normal","normal"
"1378",1378,6.93,0.63,"anomalia","anomalia"
"1379",1379,7.22,0.61,"normal","normal"
"1380",1380,7.69,0.59,"normal","normal"
"1381",1381,7.82,0.59,"normal","normal"
"1382",1382,7.9,0.59,"normal","normal"
"1383",1383,7.78,0.59,"normal","normal"
"1384",1384,7.81,0.59,"normal","normal"
"1385",1385,7.99,0.58,"normal","normal"
"1386",1386,7.96,0.58,"normal","normal"
"1387",1387,7.55,0.6,"normal","normal"
"1388",1388,6.97,0.62,"normal","normal"
"1389",1389,7.69,0.59,"normal","normal"
"1390",1390,7.14,0.62,"normal","normal"
"1391",1391,7.98,0.58,"normal","normal"
"1392",1392,7.75,0.59,"normal","normal"
"1393",1393,7.72,0.59,"normal","normal"
"1394",1394,6.97,0.62,"normal","normal"
"1395",1395,7.9,0.59,"normal","normal"
"1396",1396,7.9,0.59,"normal","normal"
"1397",1397,7.34,0.61,"normal","normal"
"1398",1398,7.93,0.58,"normal","normal"
"1399",1399,7.72,0.59,"normal","normal"
"1400",1400,7.96,0.58,"normal","normal"
"1401",1401,7.76,0.59,"normal","normal"
"1402",1402,7.85,0.59,"normal","normal"
"1403",1403,7.79,0.59,"normal","normal"
"1404",1404,7.65,0.6,"normal","normal"
"1405",1405,7.85,0.59,"normal","normal"
"1406",1406,7.9,0.59,"normal","normal"
"1407",1407,7.95,0.58,"normal","normal"
"1408",1408,7.98,0.58,"normal","normal"
"1409",1409,7.43,0.6,"normal","normal"
"1410",1410,7.91,0.59,"normal","normal"
"1411",1411,7.97,0.58,"normal","normal"
"1412",1412,7.91,0.59,"normal","normal"
"1413",1413,7.98,0.58,"normal","normal"
"1414",1414,7.85,0.59,"normal","normal"
"1415",1415,7.85,0.59,"normal","normal"
"1416",1416,7.87,0.59,"normal","normal"
"1417",1417,7.69,0.59,"normal","normal"
"1418",1418,7.92,0.59,"normal","normal"
"1419",1419,7.88,0.59,"normal","normal"
"1420",1420,7.79,0.59,"normal","normal"
"1421",1421,7.93,0.58,"normal","normal"
"1422",1422,7.94,0.58,"normal","normal"
"1423",1423,7.97,0.58,"normal","normal"
"1424",1424,7.89,0.59,"normal","normal"
"1425",1425,7.36,0.61,"normal","normal"
"1426",1426,7.58,0.6,"normal","normal"
"1427",1427,7.79,0.59,"normal","normal"
"1428",1428,7.92,0.59,"normal","normal"
"1429",1429,7.97,0.58,"normal","normal"
"1430",1430,7.83,0.59,"normal","normal"
"1431",1431,7.97,0.58,"normal","normal"
"1432",1432,7.93,0.58,"normal","normal"
"1433",1433,7.83,0.59,"normal","normal"
"1434",1434,7.85,0.59,"normal","normal"
"1435",1435,7.96,0.58,"normal","normal"
"1436",1436,7.98,0.58,"normal","normal"
"1437",1437,7.57,0.6,"normal","normal"
"1438",1438,7.88,0.59,"normal","normal"
"1439",1439,7.94,0.58,"normal","normal"
"1440",1440,7.63,0.6,"normal","normal"
"1441",1441,8,0.58,"normal","normal"
"1442",1442,7.71,0.59,"normal","normal"
"1443",1443,7.95,0.58,"normal","normal"
"1444",1444,7.79,0.59,"normal","normal"
"1445",1445,7.92,0.59,"normal","normal"
"1446",1446,7.92,0.59,"normal","normal"
"1447",1447,7.88,0.59,"normal","normal"
"1448",1448,7.96,0.58,"normal","normal"
"1449",1449,7.82,0.59,"normal","normal"
"1450",1450,7.51,0.6,"normal","normal"
"1451",1451,7.31,0.61,"normal","normal"
"1452",1452,7.07,0.62,"normal","normal"
"1453",1453,7.86,0.59,"normal","normal"
"1454",1454,7.77,0.59,"normal","normal"
"1455",1455,7.96,0.58,"normal","normal"
"1456",1456,7.94,0.58,"normal","normal"
"1457",1457,7.07,0.62,"normal","normal"
"1458",1458,7.92,0.59,"normal","normal"
"1459",1459,7.97,0.58,"normal","normal"
"1460",1460,7.96,0.58,"normal","normal"
"1461",1461,7.91,0.59,"normal","normal"
"1462",1462,7.94,0.58,"normal","normal"
"1463",1463,7.96,0.58,"normal","normal"
"1464",1464,8,0.58,"normal","normal"
"1465",1465,7.93,0.58,"normal","normal"
"1466",1466,7.92,0.59,"normal","normal"
"1467",1467,7.95,0.58,"normal","normal"
"1468",1468,7.74,0.59,"normal","normal"
"1469",1469,7.59,0.6,"normal","normal"
"1470",1470,7.98,0.58,"normal","normal"
"1471",1471,7.73,0.59,"normal","normal"
"1472",1472,6.98,0.62,"normal","normal"
"1473",1473,7.83,0.59,"normal","normal"
"1474",1474,7.96,0.58,"normal","normal"
"1475",1475,7.96,0.58,"normal","normal"
"1476",1476,7.88,0.59,"normal","normal"
"1477",1477,7.45,0.6,"normal","normal"
"1478",1478,7.99,0.58,"normal","normal"
"1479",1479,7.9,0.59,"normal","normal"
"1480",1480,7.88,0.59,"normal","normal"
"1481",1481,7.77,0.59,"normal","normal"
"1482",1482,7.75,0.59,"normal","normal"
"1483",1483,7.97,0.58,"normal","normal"
"1484",1484,7.87,0.59,"normal","normal"
"1485",1485,7.75,0.59,"normal","normal"
"1486",1486,7.96,0.58,"normal","normal"
"1487",1487,7.6,0.6,"normal","normal"
"1488",1488,7.86,0.59,"normal","normal"
"1489",1489,7.89,0.59,"normal","normal"
"1490",1490,7.25,0.61,"normal","normal"
"1491",1491,7.96,0.58,"normal","normal"
"1492",1492,7.93,0.58,"normal","normal"
"1493",1493,7.99,0.58,"normal","normal"
"1494",1494,7.66,0.6,"normal","normal"
"1495",1495,7.89,0.59,"normal","normal"
"1496",1496,7.79,0.59,"normal","normal"
"1497",1497,7.84,0.59,"normal","normal"
"1498",1498,7.98,0.58,"normal","normal"
"1499",1499,7.89,0.59,"normal","normal"
"1500",1500,7.99,0.58,"normal","normal"
"1501",1501,7.86,0.59,"normal","normal"
"1502",1502,7.72,0.59,"normal","normal"
"1503",1503,7.98,0.58,"normal","normal"
"1504",1504,7.97,0.58,"normal","normal"
"1505",1505,7.01,0.62,"normal","normal"
"1506",1506,7.84,0.59,"normal","normal"
"1507",1507,7.89,0.59,"normal","normal"
"1508",1508,7.83,0.59,"normal","normal"
"1509",1509,7.82,0.59,"normal","normal"
"1510",1510,7.83,0.59,"normal","normal"
"1511",1511,8,0.58,"normal","normal"
"1512",1512,6.8,0.63,"anomalia","anomalia"
"1513",1513,7.9,0.59,"normal","normal"
"1514",1514,7.98,0.58,"normal","normal"
"1515",1515,7.92,0.59,"normal","normal"
"1516",1516,7.01,0.62,"normal","normal"
"1517",1517,7.99,0.58,"normal","normal"
"1518",1518,7.96,0.58,"normal","normal"
"1519",1519,7.96,0.58,"normal","normal"
"1520",1520,7.6,0.6,"normal","normal"
"1521",1521,7.84,0.59,"normal","normal"
"1522",1522,7.9,0.59,"normal","normal"
"1523",1523,7.99,0.58,"normal","normal"
"1524",1524,7.97,0.58,"normal","normal"
"1525",1525,7.6,0.6,"normal","normal"
"1526",1526,7.96,0.58,"normal","normal"
"1527",1527,7.98,0.58,"normal","normal"
"1528",1528,7.67,0.6,"normal","normal"
"1529",1529,7.98,0.58,"normal","normal"
"1530",1530,7.86,0.59,"normal","normal"
"1531",1531,7.94,0.58,"normal","normal"
"1532",1532,7.96,0.58,"normal","normal"
"1533",1533,7.94,0.58,"normal","normal"
"1534",1534,7.96,0.58,"normal","normal"
"1535",1535,7.85,0.59,"normal","normal"
"1536",1536,7.9,0.59,"normal","normal"
"1537",1537,7.97,0.58,"normal","normal"
"1538",1538,7.9,0.59,"normal","normal"
"1539",1539,7.95,0.58,"normal","normal"
"1540",1540,7.79,0.59,"normal","normal"
"1541",1541,7.79,0.59,"normal","normal"
"1542",1542,7.33,0.61,"normal","normal"
"1543",1543,7.83,0.59,"normal","normal"
"1544",1544,7.83,0.59,"normal","normal"
"1545",1545,7.91,0.59,"normal","normal"
"1546",1546,7.89,0.59,"normal","normal"
"1547",1547,7.93,0.58,"normal","normal"
"1548",1548,7.68,0.59,"normal","normal"
"1549",1549,7.95,0.58,"normal","normal"
"1550",1550,7.99,0.58,"normal","normal"
"1551",1551,7.97,0.58,"normal","normal"
"1552",1552,7.23,0.61,"normal","normal"
"1553",1553,7.89,0.59,"normal","normal"
"1554",1554,7.99,0.58,"normal","normal"
"1555",1555,7.93,0.58,"normal","normal"
"1556",1556,7.57,0.6,"normal","normal"
"1557",1557,7.67,0.6,"normal","normal"
"1558",1558,8,0.58,"normal","normal"
"1559",1559,7.79,0.59,"normal","normal"
"1560",1560,7.93,0.58,"normal","normal"
"1561",1561,7.94,0.58,"normal","normal"
"1562",1562,8,0.58,"normal","normal"
"1563",1563,7.89,0.59,"normal","normal"
"1564",1564,7.9,0.59,"normal","normal"
"1565",1565,7.99,0.58,"normal","normal"
"1566",1566,7.76,0.59,"normal","normal"
"1567",1567,7.98,0.58,"normal","normal"
"1568",1568,7.5,0.6,"normal","normal"
"1569",1569,7.96,0.58,"normal","normal"
"1570",1570,7.95,0.58,"normal","normal"
"1571",1571,7.94,0.58,"normal","normal"
"1572",1572,7.46,0.6,"normal","normal"
"1573",1573,7.77,0.59,"normal","normal"
"1574",1574,7.9,0.59,"normal","normal"
"1575",1575,7.73,0.59,"normal","normal"
"1576",1576,7.64,0.6,"normal","normal"
"1577",1577,7.19,0.61,"normal","normal"
"1578",1578,7.71,0.59,"normal","normal"
"1579",1579,6.62,0.64,"anomalia","anomalia"
"1580",1580,7.99,0.58,"normal","normal"
"1581",1581,7.91,0.59,"normal","normal"
"1582",1582,7.97,0.58,"normal","normal"
"1583",1583,7.94,0.58,"normal","normal"
"1584",1584,7.97,0.58,"normal","normal"
"1585",1585,7.91,0.59,"normal","normal"
"1586",1586,7.87,0.59,"normal","normal"
"1587",1587,7.8,0.59,"normal","normal"
"1588",1588,7.99,0.58,"normal","normal"
"1589",1589,7.95,0.58,"normal","normal"
"1590",1590,7.81,0.59,"normal","normal"
"1591",1591,7.75,0.59,"normal","normal"
"1592",1592,7.98,0.58,"normal","normal"
"1593",1593,7.76,0.59,"normal","normal"
"1594",1594,7.95,0.58,"normal","normal"
"1595",1595,7.69,0.59,"normal","normal"
"1596",1596,7.98,0.58,"normal","normal"
"1597",1597,7.16,0.62,"normal","normal"
"1598",1598,7.93,0.58,"normal","normal"
"1599",1599,7.95,0.58,"normal","normal"
"1600",1600,7.77,0.59,"normal","normal"
"1601",1601,7.92,0.59,"normal","normal"
"1602",1602,7.98,0.58,"normal","normal"
"1603",1603,7.84,0.59,"normal","normal"
"1604",1604,7.99,0.58,"normal","normal"
"1605",1605,7.83,0.59,"normal","normal"
"1606",1606,7.94,0.58,"normal","normal"
"1607",1607,7.41,0.61,"normal","normal"
"1608",1608,7.92,0.59,"normal","normal"
"1609",1609,7.54,0.6,"normal","normal"
"1610",1610,7.47,0.6,"normal","normal"
"1611",1611,7.79,0.59,"normal","normal"
"1612",1612,7.73,0.59,"normal","normal"
"1613",1613,7.77,0.59,"normal","normal"
"1614",1614,7.41,0.61,"normal","normal"
"1615",1615,7.97,0.58,"normal","normal"
"1616",1616,7.99,0.58,"normal","normal"
"1617",1617,7.83,0.59,"normal","normal"
"1618",1618,7.78,0.59,"normal","normal"
"1619",1619,7.74,0.59,"normal","normal"
"1620",1620,7.83,0.59,"normal","normal"
"1621",1621,7.23,0.61,"normal","normal"
"1622",1622,7.97,0.58,"normal","normal"
"1623",1623,7.96,0.58,"normal","normal"
"1624",1624,7.7,0.59,"normal","normal"
"1625",1625,7.83,0.59,"normal","normal"
"1626",1626,7.98,0.58,"normal","normal"
"1627",1627,7.96,0.58,"normal","normal"
"1628",1628,7.97,0.58,"normal","normal"
"1629",1629,7.85,0.59,"normal","normal"
"1630",1630,7.91,0.59,"normal","normal"
"1631",1631,7.98,0.58,"normal","normal"
"1632",1632,7.67,0.6,"normal","normal"
"1633",1633,7.96,0.58,"normal","normal"
"1634",1634,7.94,0.58,"normal","normal"
"1635",1635,7.94,0.58,"normal","normal"
"1636",1636,7.83,0.59,"normal","normal"
"1637",1637,7.85,0.59,"normal","normal"
"1638",1638,7.84,0.59,"normal","normal"
"1639",1639,6.92,0.63,"anomalia","anomalia"
"1640",1640,7.78,0.59,"normal","normal"
"1641",1641,7.68,0.59,"normal","normal"
"1642",1642,7.84,0.59,"normal","normal"
"1643",1643,7.87,0.59,"normal","normal"
"1644",1644,7.59,0.6,"normal","normal"
"1645",1645,7.98,0.58,"normal","normal"
"1646",1646,7.78,0.59,"normal","normal"
"1647",1647,7.81,0.59,"normal","normal"
"1648",1648,7.98,0.58,"normal","normal"
"1649",1649,7.96,0.58,"normal","normal"
"1650",1650,7.74,0.59,"normal","normal"
"1651",1651,7.97,0.58,"normal","normal"
"1652",1652,7.68,0.59,"normal","normal"
"1653",1653,7.77,0.59,"normal","normal"
"1654",1654,7.74,0.59,"normal","normal"
"1655",1655,7.87,0.59,"normal","normal"
"1656",1656,8,0.58,"normal","normal"
"1657",1657,7.84,0.59,"normal","normal"
"1658",1658,7.52,0.6,"normal","normal"
"1659",1659,7.92,0.59,"normal","normal"
"1660",1660,7.85,0.59,"normal","normal"
"1661",1661,7.98,0.58,"normal","normal"
"1662",1662,7.94,0.58,"normal","normal"
"1663",1663,7.94,0.58,"normal","normal"
"1664",1664,7.9,0.59,"normal","normal"
"1665",1665,7.11,0.62,"normal","normal"
"1666",1666,7.69,0.59,"normal","normal"
"1667",1667,7.72,0.59,"normal","normal"
"1668",1668,7.47,0.6,"normal","normal"
"1669",1669,7.98,0.58,"normal","normal"
"1670",1670,7.71,0.59,"normal","normal"
"1671",1671,7.98,0.58,"normal","normal"
"1672",1672,7.98,0.58,"normal","normal"
"1673",1673,6.83,0.63,"anomalia","anomalia"
"1674",1674,7.73,0.59,"normal","normal"
"1675",1675,7.94,0.58,"normal","normal"
"1676",1676,6.81,0.63,"anomalia","anomalia"
"1677",1677,7.97,0.58,"normal","normal"
"1678",1678,7.84,0.59,"normal","normal"
"1679",1679,7.95,0.58,"normal","normal"
"1680",1680,7.71,0.59,"normal","normal"
"1681",1681,7.93,0.58,"normal","normal"
"1682",1682,7.97,0.58,"normal","normal"
"1683",1683,7.86,0.59,"normal","normal"
"1684",1684,7.96,0.58,"normal","normal"
"1685",1685,7.85,0.59,"normal","normal"
"1686",1686,7.91,0.59,"normal","normal"
"1687",1687,7.94,0.58,"normal","normal"
"1688",1688,7.75,0.59,"normal","normal"
"1689",1689,7.97,0.58,"normal","normal"
"1690",1690,7.48,0.6,"normal","normal"
"1691",1691,7.96,0.58,"normal","normal"
"1692",1692,7.96,0.58,"normal","normal"
"1693",1693,7.75,0.59,"normal","normal"
"1694",1694,7.5,0.6,"normal","normal"
"1695",1695,7.75,0.59,"normal","normal"
"1696",1696,7.98,0.58,"normal","normal"
"1697",1697,7.92,0.59,"normal","normal"
"1698",1698,7.97,0.58,"normal","normal"
"1699",1699,7.8,0.59,"normal","normal"
"1700",1700,7.93,0.58,"normal","normal"
"1701",1701,7.83,0.59,"normal","normal"
"1702",1702,7.94,0.58,"normal","normal"
"1703",1703,7.93,0.58,"normal","normal"
"1704",1704,7.81,0.59,"normal","normal"
"1705",1705,7.59,0.6,"normal","normal"
"1706",1706,7.72,0.59,"normal","normal"
"1707",1707,7.82,0.59,"normal","normal"
"1708",1708,7.76,0.59,"normal","normal"
"1709",1709,8,0.58,"normal","normal"
"1710",1710,7.7,0.59,"normal","normal"
"1711",1711,7.96,0.58,"normal","normal"
"1712",1712,7.65,0.6,"normal","normal"
"1713",1713,7.85,0.59,"normal","normal"
"1714",1714,7.98,0.58,"normal","normal"
"1715",1715,7.93,0.58,"normal","normal"
"1716",1716,7.83,0.59,"normal","normal"
"1717",1717,7.23,0.61,"normal","normal"
"1718",1718,7.73,0.59,"normal","normal"
"1719",1719,8,0.58,"normal","normal"
"1720",1720,7.94,0.58,"normal","normal"
"1721",1721,7.93,0.58,"normal","normal"
"1722",1722,7.75,0.59,"normal","normal"
"1723",1723,7.86,0.59,"normal","normal"
"1724",1724,7.95,0.58,"normal","normal"
"1725",1725,7.93,0.58,"normal","normal"
"1726",1726,7.67,0.6,"normal","normal"
"1727",1727,7.77,0.59,"normal","normal"
"1728",1728,7.84,0.59,"normal","normal"
"1729",1729,7.95,0.58,"normal","normal"
"1730",1730,7.81,0.59,"normal","normal"
"1731",1731,7.97,0.58,"normal","normal"
"1732",1732,7.9,0.59,"normal","normal"
"1733",1733,7.93,0.58,"normal","normal"
"1734",1734,7.86,0.59,"normal","normal"
"1735",1735,7.85,0.59,"normal","normal"
"1736",1736,7.73,0.59,"normal","normal"
"1737",1737,7.96,0.58,"normal","normal"
"1738",1738,7.94,0.58,"normal","normal"
"1739",1739,7.9,0.59,"normal","normal"
"1740",1740,7.95,0.58,"normal","normal"
"1741",1741,7.61,0.6,"normal","normal"
"1742",1742,7.24,0.61,"normal","normal"
"1743",1743,7.69,0.59,"normal","normal"
"1744",1744,7.93,0.58,"normal","normal"
"1745",1745,7.77,0.59,"normal","normal"
"1746",1746,7.95,0.58,"normal","normal"
"1747",1747,7.95,0.58,"normal","normal"
"1748",1748,7.7,0.59,"normal","normal"
"1749",1749,7.93,0.58,"normal","normal"
"1750",1750,7.63,0.6,"normal","normal"
"1751",1751,6.9,0.63,"anomalia","anomalia"
"1752",1752,7.93,0.58,"normal","normal"
"1753",1753,7.95,0.58,"normal","normal"
"1754",1754,7.98,0.58,"normal","normal"
"1755",1755,7.69,0.59,"normal","normal"
"1756",1756,7.98,0.58,"normal","normal"
"1757",1757,7.99,0.58,"normal","normal"
"1758",1758,7.98,0.58,"normal","normal"
"1759",1759,7.92,0.59,"normal","normal"
"1760",1760,8,0.58,"normal","normal"
"1761",1761,7.61,0.6,"normal","normal"
"1762",1762,7.89,0.59,"normal","normal"
"1763",1763,7.95,0.58,"normal","normal"
"1764",1764,7.97,0.58,"normal","normal"
"1765",1765,7.92,0.59,"normal","normal"
"1766",1766,7.89,0.59,"normal","normal"
"1767",1767,8,0.58,"normal","normal"
"1768",1768,7.63,0.6,"normal","normal"
"1769",1769,7.98,0.58,"normal","normal"
"1770",1770,7.86,0.59,"normal","normal"
"1771",1771,7.72,0.59,"normal","normal"
"1772",1772,7.9,0.59,"normal","normal"
"1773",1773,7.95,0.58,"normal","normal"
"1774",1774,7.63,0.6,"normal","normal"
"1775",1775,7.98,0.58,"normal","normal"
"1776",1776,7.95,0.58,"normal","normal"
"1777",1777,7.79,0.59,"normal","normal"
"1778",1778,7.96,0.58,"normal","normal"
"1779",1779,7.98,0.58,"normal","normal"
"1780",1780,7.92,0.59,"normal","normal"
"1781",1781,7.76,0.59,"normal","normal"
"1782",1782,7.99,0.58,"normal","normal"
"1783",1783,7.81,0.59,"normal","normal"
"1784",1784,7.96,0.58,"normal","normal"
"1785",1785,7.83,0.59,"normal","normal"
"1786",1786,7.92,0.59,"normal","normal"
"1787",1787,7.79,0.59,"normal","normal"
"1788",1788,7.7,0.59,"normal","normal"
"1789",1789,7.76,0.59,"normal","normal"
"1790",1790,7.94,0.58,"normal","normal"
"1791",1791,7.95,0.58,"normal","normal"
"1792",1792,7.91,0.59,"normal","normal"
"1793",1793,7.99,0.58,"normal","normal"
"1794",1794,7.97,0.58,"normal","normal"
"1795",1795,7.97,0.58,"normal","normal"
"1796",1796,7.74,0.59,"normal","normal"
"1797",1797,7.98,0.58,"normal","normal"
"1798",1798,7.62,0.6,"normal","normal"
"1799",1799,7.2,0.61,"normal","normal"
"1800",1800,7.67,0.6,"normal","normal"
"1801",1801,7.92,0.59,"normal","normal"
"1802",1802,7.94,0.58,"normal","normal"
"1803",1803,6.9,0.63,"anomalia","anomalia"
"1804",1804,7.81,0.59,"normal","normal"
"1805",1805,7.98,0.58,"normal","normal"
"1806",1806,7.82,0.59,"normal","normal"
"1807",1807,7.68,0.59,"normal","normal"
"1808",1808,7.72,0.59,"normal","normal"
"1809",1809,7.76,0.59,"normal","normal"
"1810",1810,7.96,0.58,"normal","normal"
"1811",1811,7.86,0.59,"normal","normal"
"1812",1812,6.74,0.63,"anomalia","anomalia"
"1813",1813,7.86,0.59,"normal","normal"
"1814",1814,7.55,0.6,"normal","normal"
"1815",1815,7.82,0.59,"normal","normal"
"1816",1816,7.98,0.58,"normal","normal"
"1817",1817,7.82,0.59,"normal","normal"
"1818",1818,7.99,0.58,"normal","normal"
"1819",1819,7.74,0.59,"normal","normal"
"1820",1820,7.92,0.59,"normal","normal"
"1821",1821,7.92,0.59,"normal","normal"
"1822",1822,7.9,0.59,"normal","normal"
"1823",1823,7.55,0.6,"normal","normal"
"1824",1824,7.84,0.59,"normal","normal"
"1825",1825,7.65,0.6,"normal","normal"
"1826",1826,7.68,0.59,"normal","normal"
"1827",1827,7.27,0.61,"normal","normal"
"1828",1828,7.84,0.59,"normal","normal"
"1829",1829,7.88,0.59,"normal","normal"
"1830",1830,7.98,0.58,"normal","normal"
"1831",1831,7.93,0.58,"normal","normal"
"1832",1832,7.79,0.59,"normal","normal"
"1833",1833,7.96,0.58,"normal","normal"
"1834",1834,7.91,0.59,"normal","normal"
"1835",1835,7.97,0.58,"normal","normal"
"1836",1836,7.74,0.59,"normal","normal"
"1837",1837,7.92,0.59,"normal","normal"
"1838",1838,7.99,0.58,"normal","normal"
"1839",1839,7.74,0.59,"normal","normal"
"1840",1840,7.78,0.59,"normal","normal"
"1841",1841,7.92,0.59,"normal","normal"
"1842",1842,7.72,0.59,"normal","normal"
"1843",1843,7.92,0.59,"normal","normal"
"1844",1844,7.92,0.59,"normal","normal"
"1845",1845,7.85,0.59,"normal","normal"
"1846",1846,7.78,0.59,"normal","normal"
"1847",1847,7.84,0.59,"normal","normal"
"1848",1848,7.7,0.59,"normal","normal"
"1849",1849,7.8,0.59,"normal","normal"
"1850",1850,7.99,0.58,"normal","normal"
"1851",1851,7.82,0.59,"normal","normal"
"1852",1852,7.95,0.58,"normal","normal"
"1853",1853,7.56,0.6,"normal","normal"
"1854",1854,7.91,0.59,"normal","normal"
"1855",1855,8,0.58,"normal","normal"
"1856",1856,7.81,0.59,"normal","normal"
"1857",1857,7.94,0.58,"normal","normal"
"1858",1858,7.96,0.58,"normal","normal"
"1859",1859,7.84,0.59,"normal","normal"
"1860",1860,7.93,0.58,"normal","normal"
"1861",1861,7.89,0.59,"normal","normal"
"1862",1862,7.26,0.61,"normal","normal"
"1863",1863,7.71,0.59,"normal","normal"
"1864",1864,7.99,0.58,"normal","normal"
"1865",1865,7.99,0.58,"normal","normal"
"1866",1866,7.76,0.59,"normal","normal"
"1867",1867,7.98,0.58,"normal","normal"
"1868",1868,7.89,0.59,"normal","normal"
"1869",1869,7.99,0.58,"normal","normal"
"1870",1870,7.92,0.59,"normal","normal"
"1871",1871,7.84,0.59,"normal","normal"
"1872",1872,7.94,0.58,"normal","normal"
"1873",1873,7.94,0.58,"normal","normal"
"1874",1874,7.4,0.61,"normal","normal"
"1875",1875,7.98,0.58,"normal","normal"
"1876",1876,7.98,0.58,"normal","normal"
"1877",1877,7.87,0.59,"normal","normal"
"1878",1878,7.72,0.59,"normal","normal"
"1879",1879,7.96,0.58,"normal","normal"
"1880",1880,7.16,0.62,"normal","normal"
"1881",1881,7.46,0.6,"normal","normal"
"1882",1882,7.99,0.58,"normal","normal"
"1883",1883,7.76,0.59,"normal","normal"
"1884",1884,7.98,0.58,"normal","normal"
"1885",1885,7.78,0.59,"normal","normal"
"1886",1886,7.87,0.59,"normal","normal"
"1887",1887,7.97,0.58,"normal","normal"
"1888",1888,7.41,0.61,"normal","normal"
"1889",1889,7.93,0.58,"normal","normal"
"1890",1890,7.91,0.59,"normal","normal"
"1891",1891,7.94,0.58,"normal","normal"
"1892",1892,7.76,0.59,"normal","normal"
"1893",1893,7.77,0.59,"normal","normal"
"1894",1894,7.99,0.58,"normal","normal"
"1895",1895,8,0.58,"normal","normal"
"1896",1896,7.97,0.58,"normal","normal"
"1897",1897,7.9,0.59,"normal","normal"
"1898",1898,7.95,0.58,"normal","normal"
"1899",1899,7.8,0.59,"normal","normal"
"1900",1900,7.98,0.58,"normal","normal"
"1901",1901,7.97,0.58,"normal","normal"
"1902",1902,7.31,0.61,"normal","normal"
"1903",1903,7.96,0.58,"normal","normal"
"1904",1904,7.99,0.58,"normal","normal"
"1905",1905,7.93,0.58,"normal","normal"
"1906",1906,8,0.58,"normal","normal"
"1907",1907,7.87,0.59,"normal","normal"
"1908",1908,7.92,0.59,"normal","normal"
